date,supplies,postcode
3/11/2016,9,4064
3/12/2016,8,4152
3/13/2016,9,2230
3/14/2016,7,2127
3/15/2016,7,2529
3/16/2016,9,2170
3/17/2016,9,2212
3/18/2016,8,2150
3/19/2016,9,2118
3/20/2016,8,4012
3/21/2016,8,2747
3/22/2016,8,4217
3/23/2016,3,2430
3/24/2016,6,3039
3/25/2016,9,2017
3/26/2016,10,2213
3/27/2016,10,2061
3/28/2016,1,3644
3/29/2016,11,2104
3/30/2016,9,3173
3/31/2016,2,2830
4/1/2016,10,2044
4/2/2016,9,2168
4/3/2016,5,2320
4/4/2016,4,4118
4/5/2016,8,3043
4/6/2016,10,2251
4/7/2016,8,2560
4/8/2016,1,2873
4/9/2016,7,2541
4/10/2016,3,4350
4/11/2016,9,2761
4/12/2016,10,2155
4/13/2016,6,4017
4/14/2016,10,2222
4/15/2016,10,2222
4/16/2016,5,3429
4/17/2016,4,2321
4/18/2016,10,2079
4/19/2016,9,3072
4/20/2016,9,2230
4/21/2016,8,2007
4/22/2016,9,2620
4/23/2016,10,3034
4/24/2016,11,2086
4/25/2016,10,2231
4/26/2016,7,3175
4/27/2016,4,2580
4/28/2016,7,3037
4/29/2016,4,3550
4/30/2016,7,3218
5/1/2016,9,2020
5/2/2016,9,3930
5/3/2016,7,2480
5/4/2016,6,2259
5/5/2016,10,3130
5/6/2016,7,3029
5/7/2016,7,2285
5/8/2016,4,2830
5/9/2016,11,2119
5/10/2016,9,2153
5/11/2016,10,2120
5/12/2016,8,4573
5/13/2016,11,2085
5/14/2016,9,2763
5/15/2016,2,2852
5/16/2016,7,3030
5/17/2016,4,3677
5/18/2016,5,3030
5/19/2016,7,4122
5/20/2016,8,2760
5/21/2016,9,2750
5/22/2016,7,3806
5/23/2016,11,2155
5/24/2016,8,2127
5/25/2016,10,2155
5/26/2016,2,4873
5/27/2016,1,4820
5/28/2016,2,4873
5/29/2016,2,4817
5/30/2016,7,4818
5/31/2016,6,4519
6/1/2016,4,4806
6/2/2016,2,4805
6/3/2016,1,4701
6/4/2016,9,2478
6/5/2016,6,4560
6/6/2016,2,4740
6/7/2016,1,4720
6/8/2016,1,4702
6/9/2016,2,4702
6/10/2016,2,4127
6/11/2016,3,4670
6/12/2016,1,4670
6/13/2016,2,4670
6/14/2016,3,4655
6/15/2016,1,4610
6/16/2016,3,4655
6/17/2016,9,4551
6/18/2016,6,4702
6/19/2016,6,4702
6/20/2016,4,4506
6/21/2016,5,4503
6/22/2016,2,4503
6/23/2016,7,4512
6/24/2016,2,4511
6/25/2016,8,4500
6/26/2016,1,4380
6/27/2016,4,4370
6/28/2016,3,4817
6/29/2016,7,4350
6/30/2016,8,4213
7/1/2016,5,4340
7/2/2016,7,4122
7/3/2016,8,4306
7/4/2016,6,4306
7/5/2016,8,4306
7/6/2016,4,4306
7/7/2016,7,4306
7/8/2016,1,4306
7/9/2016,5,4305
7/10/2016,2,4304
7/11/2016,3,4301
7/12/2016,6,4300
7/13/2016,7,4212
7/14/2016,7,4209
7/15/2016,6,4211
7/16/2016,7,4210
7/17/2016,5,4205
7/18/2016,8,4051
7/19/2016,9,4165
7/20/2016,7,4165
7/21/2016,7,4053
7/22/2016,1,4217
7/23/2016,7,4130
7/24/2016,4,4124
7/25/2016,7,4208
7/26/2016,6,4123
7/27/2016,7,4118
7/28/2016,8,4115
7/29/2016,9,4164
7/30/2016,7,4127
7/31/2016,8,4115
8/1/2016,4,4152
8/2/2016,8,2452
8/3/2016,10,3931
8/4/2016,7,4280
8/5/2016,2,4300
8/6/2016,6,4055
8/7/2016,2,4128
8/8/2016,3,4500
8/9/2016,6,4370
8/10/2016,8,4017
8/11/2016,7,4053
8/12/2016,5,4020
8/13/2016,4,4019
8/14/2016,8,3188
8/15/2016,8,3977
8/16/2016,8,3806
8/17/2016,7,3940
8/18/2016,6,3939
8/19/2016,7,3910
8/20/2016,10,3977
8/21/2016,2,3840
8/22/2016,2,3840
8/23/2016,5,3977
8/24/2016,6,3810
8/25/2016,8,3806
8/26/2016,9,3804
8/27/2016,8,3805
8/28/2016,7,3765
8/29/2016,7,3757
8/30/2016,8,2582
8/31/2016,8,3196
9/1/2016,4,3747
9/2/2016,1,3677
9/3/2016,4,3620
9/4/2016,2,3620
9/5/2016,2,3630
9/6/2016,10,3151
9/7/2016,7,3023
9/8/2016,2,3564
9/9/2016,7,3199
9/10/2016,1,3500
9/11/2016,4,3444
9/12/2016,4,3444
9/13/2016,8,3076
9/14/2016,1,3380
9/15/2016,3,3340
9/16/2016,5,3338
9/17/2016,5,3337
9/18/2016,4,3280
9/19/2016,5,3224
9/20/2016,5,3222
9/21/2016,6,3222
9/22/2016,5,3222
9/23/2016,9,4164
9/24/2016,7,3226
9/25/2016,10,3204
9/26/2016,6,3201
9/27/2016,6,3201
9/28/2016,1,3840
9/29/2016,8,3198
9/30/2016,8,3198
10/1/2016,10,3190
10/2/2016,8,3156
10/3/2016,5,3169
10/4/2016,10,3170
10/5/2016,6,3163
10/6/2016,9,3161
10/7/2016,9,3791
10/8/2016,8,3156
10/9/2016,8,3155
10/10/2016,6,3977
10/11/2016,7,4119
10/12/2016,10,3140
10/13/2016,9,3136
10/14/2016,6,3818
10/15/2016,8,3028
10/16/2016,10,3106
10/17/2016,7,3082
10/18/2016,9,3099
10/19/2016,6,3752
10/20/2016,8,3754
10/21/2016,9,3140
10/22/2016,5,3068
10/23/2016,4,3756
10/24/2016,5,3061
10/25/2016,6,3048
10/26/2016,9,3046
10/27/2016,4,4217
10/28/2016,9,3036
10/29/2016,8,3107
10/30/2016,7,3030
10/31/2016,8,3022
11/1/2016,4,3020
11/2/2016,6,3049
11/3/2016,10,3015
11/4/2016,1,2880
11/5/2016,2,3500
11/6/2016,5,2870
11/7/2016,7,2259
11/8/2016,4,2830
11/9/2016,1,2880
11/10/2016,8,2763
11/11/2016,8,2774
11/12/2016,10,2155
11/13/2016,7,2770
11/14/2016,5,2750
11/15/2016,9,2767
11/16/2016,8,2767
11/17/2016,10,2765
11/18/2016,10,2769
11/19/2016,9,2762
11/20/2016,9,2745
11/21/2016,7,2761
11/22/2016,8,2761
11/23/2016,9,2761
11/24/2016,8,2760
11/25/2016,2,2794
11/26/2016,8,2759
11/27/2016,9,2750
11/28/2016,8,2759
11/29/2016,8,2756
11/30/2016,11,2756
12/1/2016,8,2756
12/2/2016,8,2756
12/3/2016,9,2777
12/4/2016,8,2749
12/5/2016,10,2154
12/6/2016,9,2749
12/7/2016,10,2773
12/8/2016,9,2745
12/9/2016,7,2747
12/10/2016,5,2323
12/11/2016,4,2640
12/12/2016,2,3690
12/13/2016,1,2630
12/14/2016,8,2260
12/15/2016,3,2594
12/16/2016,2,2579
12/17/2016,9,2567
12/18/2016,8,2567
12/19/2016,8,2567
12/20/2016,9,2567
12/21/2016,7,2560
12/22/2016,4,2560
12/23/2016,8,2564
12/24/2016,6,2560
12/25/2016,8,2570
12/26/2016,9,2207
12/27/2016,9,2560
12/28/2016,6,4503
12/29/2016,9,2557
12/30/2016,9,2565
12/31/2016,5,2536
1/1/2017,8,2530
1/2/2017,8,2207
1/3/2017,9,2519
1/4/2017,10,2439
1/5/2017,8,2528
1/6/2017,9,2506
1/7/2017,9,2487
1/8/2017,5,2448
1/9/2017,5,2450
1/10/2017,6,2440
1/11/2017,4,2290
1/12/2017,3,2440
1/13/2017,2,2340
1/14/2017,6,4509
1/15/2017,7,2340
1/16/2017,3,2333
1/17/2017,8,2428
1/18/2017,10,2263
1/19/2017,10,2769
1/20/2017,8,2282
1/21/2017,4,2325
1/22/2017,5,2325
1/23/2017,3,2323
1/24/2017,9,2289
1/25/2017,6,2320
1/26/2017,5,2285
1/27/2017,3,2290
1/28/2017,5,2287
1/29/2017,5,2307
1/30/2017,5,2259
1/31/2017,9,2261
2/1/2017,8,2251
2/2/2017,9,2250
2/3/2017,8,2261
2/4/2017,7,2250
2/5/2017,9,2233
2/6/2017,4,2450
2/7/2017,10,2232
2/8/2017,10,2211
2/9/2017,12,2229
2/10/2017,8,2223
2/11/2017,10,2228
2/12/2017,10,2232
2/13/2017,10,2227
2/14/2017,10,2223
2/15/2017,10,2234
2/16/2017,10,2210
2/17/2017,10,2219
2/18/2017,10,2212
2/19/2017,10,2211
2/20/2017,10,2210
2/21/2017,10,2210
2/22/2017,8,2207
2/23/2017,8,2260
2/24/2017,10,2190
2/25/2017,10,2567
2/26/2017,9,2176
2/27/2017,8,2200
2/28/2017,8,2760
3/1/2017,8,2200
3/2/2017,6,2161
3/3/2017,1,2848
3/4/2017,10,2171
3/5/2017,8,2145
3/6/2017,8,2767
3/7/2017,9,2170
3/8/2017,8,2165
3/9/2017,10,2567
3/10/2017,9,2168
3/11/2017,12,2040
3/12/2017,9,2759
3/13/2017,8,2148
3/14/2017,8,2177
3/15/2017,9,2160
3/16/2017,11,2154
3/17/2017,9,2155
3/18/2017,10,2155
3/19/2017,10,2745
3/20/2017,10,2155
3/21/2017,10,3196
3/22/2017,10,2153
3/23/2017,10,2768
3/24/2017,10,2153
3/25/2017,7,2148
3/26/2017,10,2153
3/27/2017,12,2075
3/28/2017,10,2768
3/29/2017,8,2148
3/30/2017,8,2768
3/31/2017,8,2148
4/1/2017,9,2147
4/2/2017,9,2768
4/3/2017,10,2763
4/4/2017,9,2118
4/5/2017,10,2144
4/6/2017,9,2142
4/7/2017,9,2145
4/8/2017,4,4878
4/9/2017,10,2076
4/10/2017,10,2126
4/11/2017,9,2289
4/12/2017,8,2154
4/13/2017,11,2122
4/14/2017,10,2155
4/15/2017,12,2073
4/16/2017,11,2121
4/17/2017,12,2126
4/18/2017,12,2121
4/19/2017,11,2119
4/20/2017,11,2153
4/21/2017,9,2120
4/22/2017,11,2118
4/23/2017,8,2112
4/24/2017,10,2101
4/25/2017,3,4227
4/26/2017,6,2251
4/27/2017,11,2101
4/28/2017,11,2100
4/29/2017,9,2148
4/30/2017,10,2099
5/1/2017,11,2119
5/2/2017,10,2079
5/3/2017,11,2126
5/4/2017,9,2775
5/5/2017,5,4132
5/6/2017,12,2073
5/7/2017,10,2077
5/8/2017,12,2065
5/9/2017,10,2100
5/10/2017,9,3197
5/11/2017,12,2086
5/12/2017,10,2224
5/13/2017,11,2032
5/14/2017,11,2035
5/15/2017,9,4220
5/16/2017,9,2567
5/17/2017,9,2777
5/18/2017,9,4220
5/19/2017,5,4818
5/20/2017,3,3219
5/21/2017,7,3023
5/22/2017,5,3809
5/23/2017,11,2090
5/24/2017,11,2048
5/25/2017,11,2031
5/26/2017,9,2261
5/27/2017,4,2441
5/28/2017,8,2263
5/29/2017,6,2261
5/30/2017,6,3183
5/31/2017,4,4877
6/1/2017,8,4215
6/2/2017,9,3199
6/3/2017,10,2089
6/4/2017,7,2528
6/5/2017,8,2131
6/6/2017,8,3910
6/7/2017,1,3264
6/8/2017,8,2220
6/9/2017,8,2763
6/10/2017,5,4570
6/11/2017,9,3150
6/12/2017,6,2528
6/13/2017,5,4413
6/14/2017,1,2681
6/15/2017,2,4510
6/16/2017,7,3977
6/17/2017,4,4220
6/18/2017,11,2138
6/19/2017,11,3186
6/20/2017,8,2478
6/21/2017,9,2170
6/22/2017,4,3018
6/23/2017,10,2753
6/24/2017,6,4551
6/25/2017,4,3198
6/26/2017,10,2090
6/27/2017,10,2047
6/28/2017,9,2043
6/29/2017,11,2154
6/30/2017,12,2107
7/1/2017,9,4567
7/2/2017,10,3197
7/3/2017,8,2250
7/4/2017,1,4217
7/5/2017,10,2066
7/6/2017,10,4011
7/7/2017,11,2138
7/8/2017,1,3630
7/9/2017,11,3161
7/10/2017,8,4560
7/11/2017,9,2763
7/12/2017,7,2795
7/13/2017,12,2088
7/14/2017,10,3195
7/15/2017,11,2101
7/16/2017,3,3977
7/17/2017,10,2155
7/18/2017,2,4680
7/19/2017,7,2261
7/20/2017,10,2221
7/21/2017,12,2026
7/22/2017,11,2093
7/23/2017,11,2155
7/24/2017,11,2018
7/25/2017,11,3127
7/26/2017,11,2217
7/27/2017,10,2155
7/28/2017,10,2031
7/29/2017,12,3068
7/30/2017,8,2250
7/31/2017,12,2230
8/1/2017,12,2088
8/2/2017,11,2063
8/3/2017,10,2068
8/4/2017,9,3152
8/5/2017,12,3145
8/6/2017,12,2028
8/7/2017,5,4209
8/8/2017,9,3941
8/9/2017,10,2068
8/10/2017,12,2031
8/11/2017,9,3146
8/12/2017,2,4670
8/13/2017,10,2072
8/14/2017,12,2229
8/15/2017,9,3087
8/16/2017,9,4220
8/17/2017,1,3585
8/18/2017,8,2112
8/19/2017,10,2153
8/20/2017,11,2087
8/21/2017,9,2117
8/22/2017,10,2158
8/23/2017,6,4352
8/24/2017,12,2064
8/25/2017,9,2768
8/26/2017,6,3976
8/27/2017,3,3219
8/28/2017,5,4209
8/29/2017,11,2036
8/30/2017,8,4105
8/31/2017,10,2154
9/1/2017,10,2211
9/2/2017,12,2094
9/3/2017,5,4133
9/4/2017,7,3437
9/5/2017,9,3170
9/6/2017,5,2333
9/7/2017,9,2570
9/8/2017,11,2121
9/9/2017,8,3205
9/10/2017,9,2173
9/11/2017,8,3071
9/12/2017,11,3040
9/13/2017,4,4817
9/14/2017,4,2290
9/15/2017,7,4212
9/16/2017,12,2137
9/17/2017,7,2323
9/18/2017,10,2203
9/19/2017,12,2230
9/20/2017,8,2770
9/21/2017,10,2153
9/22/2017,10,2089
9/23/2017,5,4161
9/24/2017,8,3046
9/25/2017,5,2284
9/26/2017,4,4558
9/27/2017,2,4655
9/28/2017,4,4152
9/29/2017,8,4121
9/30/2017,9,3808
10/1/2017,4,2680
10/2/2017,8,3796
10/3/2017,9,2261
10/4/2017,7,4053
10/5/2017,3,4570
10/6/2017,8,4211
10/7/2017,4,4300
10/8/2017,4,4017
10/9/2017,5,4075
10/10/2017,8,4035
10/11/2017,9,3149
10/12/2017,12,2125
10/13/2017,11,2131
10/14/2017,10,2154
10/15/2017,11,2137
10/16/2017,10,3114
10/17/2017,11,2047
10/18/2017,6,3977
10/19/2017,3,4304
10/20/2017,2,2800
10/21/2017,12,2030
10/22/2017,8,3130
10/23/2017,9,2170
10/24/2017,9,3039
10/25/2017,6,3352
10/26/2017,8,3129
10/27/2017,7,4567
10/28/2017,9,4154
10/29/2017,3,4215
10/30/2017,12,2099
10/31/2017,7,2263
11/1/2017,10,2155
11/2/2017,5,4123
11/3/2017,10,2768
11/4/2017,8,2114
11/5/2017,7,2145
11/6/2017,11,3149
11/7/2017,1,4721
11/8/2017,11,2118
11/9/2017,9,3930
11/10/2017,7,3141
11/11/2017,3,3976
11/12/2017,8,2749
11/13/2017,6,2011
11/14/2017,8,2745
11/15/2017,9,2017
11/16/2017,8,3046
11/17/2017,9,2134
11/18/2017,1,3677
11/19/2017,5,2380
11/20/2017,12,2047
11/21/2017,10,2147
11/22/2017,6,4012
11/23/2017,9,2750
11/24/2017,7,3030
11/25/2017,5,4878
11/26/2017,12,2015
11/27/2017,9,2072
11/28/2017,7,3075
11/29/2017,6,3810
11/30/2017,12,2070
12/1/2017,9,2199
12/2/2017,7,4055
12/3/2017,9,4157
12/4/2017,3,4799
12/5/2017,8,2251
12/6/2017,3,2460
12/7/2017,1,4701
12/8/2017,5,4211
12/9/2017,9,2095
12/10/2017,7,2263
12/11/2017,9,2146
12/12/2017,12,2011
12/13/2017,9,2147
12/14/2017,9,4035
12/15/2017,5,2166
12/16/2017,8,2000
12/17/2017,9,4121
12/18/2017,6,3429
12/19/2017,8,3012
12/20/2017,12,3103
12/21/2017,10,2769
12/22/2017,9,2540
12/23/2017,7,2539
12/24/2017,5,3806
12/25/2017,6,3048
12/26/2017,5,3212
12/27/2017,11,2119
12/28/2017,4,4504
12/29/2017,7,4034
12/30/2017,10,2200
12/31/2017,8,2117
1/1/2018,3,3630
1/2/2018,3,4701
1/3/2018,3,4224
1/4/2018,4,4344
1/5/2018,10,2009
1/6/2018,11,2133
1/7/2018,8,2759
1/8/2018,11,3145
1/9/2018,8,4152
1/10/2018,10,2151
1/11/2018,11,2070
1/12/2018,8,2250
1/13/2018,8,3144
1/14/2018,4,3201
1/15/2018,12,2125
1/16/2018,10,3181
1/17/2018,1,2665
1/18/2018,3,2474
1/19/2018,8,3023
1/20/2018,9,2155
1/21/2018,9,2196
1/22/2018,6,3029
1/23/2018,6,3754
1/24/2018,1,3630
1/25/2018,7,3802
1/26/2018,10,2010
1/27/2018,10,3166
1/28/2018,8,2570
1/29/2018,7,2287
1/30/2018,6,4500
1/31/2018,7,2770
2/1/2018,10,2153
2/2/2018,1,2820
2/3/2018,7,4511
2/4/2018,9,3196
2/5/2018,12,2047
2/6/2018,6,2161
2/7/2018,5,4870
2/8/2018,7,4226
2/9/2018,9,4059
2/10/2018,4,4160
2/11/2018,6,2747
2/12/2018,10,3189
2/13/2018,9,2582
2/14/2018,8,4170
2/15/2018,10,2525
2/16/2018,4,4030
2/17/2018,1,4510
2/18/2018,8,2114
2/19/2018,12,2066
2/20/2018,8,2050
2/21/2018,9,2199
2/22/2018,6,4120
2/23/2018,12,2096
2/24/2018,8,2530
2/25/2018,9,2567
2/26/2018,9,3183
2/27/2018,10,2042
2/28/2018,7,2324
3/1/2018,7,4032
3/2/2018,8,2127
3/3/2018,10,2487
3/4/2018,4,4350
3/5/2018,8,3156
3/6/2018,11,3121
3/7/2018,5,4655
3/8/2018,3,4132
3/9/2018,9,4103
3/10/2018,1,3844
3/11/2018,6,4078
3/12/2018,6,4074
3/13/2018,9,3750
3/14/2018,7,3177
3/15/2018,1,2868
3/16/2018,6,2166
3/17/2018,4,2640
3/18/2018,8,2575
3/19/2018,8,2227
3/20/2018,7,2170
3/21/2018,2,2358
3/22/2018,7,4227
3/23/2018,2,2449
3/24/2018,6,2299
3/25/2018,6,4014
3/26/2018,8,3163
3/27/2018,4,2484
3/28/2018,4,2484
3/29/2018,8,2261
3/30/2018,8,4179
3/31/2018,1,2340
4/1/2018,9,2777
4/2/2018,7,3056
4/3/2018,9,3170
4/4/2018,9,2769
4/5/2018,7,4556
4/6/2018,5,4740
4/7/2018,10,3166
4/8/2018,9,2570
4/9/2018,7,3976
4/10/2018,1,3380
4/11/2018,5,4132
4/12/2018,7,3175
4/13/2018,11,2221
4/14/2018,10,2575
4/15/2018,8,2170
4/16/2018,1,3338
4/17/2018,3,2619
4/18/2018,2,4670
4/19/2018,3,4701
4/20/2018,6,4226
4/21/2018,8,4215
4/22/2018,9,2197
4/23/2018,11,2043
4/24/2018,8,3190
4/25/2018,9,2166
4/26/2018,9,2027
4/27/2018,8,2759
4/28/2018,7,2528
4/29/2018,7,2280
4/30/2018,6,2795
5/1/2018,6,3199
5/2/2018,8,4035
5/3/2018,12,3121
5/4/2018,9,2155
5/5/2018,9,2281
5/6/2018,3,4017
5/7/2018,10,3108
5/8/2018,11,2085
5/9/2018,9,4152
5/10/2018,8,4007
5/11/2018,11,2075
5/12/2018,4,2318
5/13/2018,8,4500
5/14/2018,7,4680
5/15/2018,9,2250
5/16/2018,10,2116
5/17/2018,9,2043
5/18/2018,3,4815
5/19/2018,8,3156
5/20/2018,10,3134
5/21/2018,5,3049
5/22/2018,8,2018
5/23/2018,10,2153
5/24/2018,9,2165
5/25/2018,9,4217
5/26/2018,7,3821
5/27/2018,8,2048
5/28/2018,9,3095
5/29/2018,2,4305
5/30/2018,8,2747
5/31/2018,10,2206
6/1/2018,2,2428
6/2/2018,4,4127
6/3/2018,10,2077
6/4/2018,10,2233
6/5/2018,8,2170
6/6/2018,12,2093
6/7/2018,5,3216
6/8/2018,6,2160
6/9/2018,8,2567
6/10/2018,10,2117
6/11/2018,10,2077
6/12/2018,9,2147
6/13/2018,6,3201
6/14/2018,9,4109
6/15/2018,8,4556
6/16/2018,11,2034
6/17/2018,7,3075
6/18/2018,10,4216
6/19/2018,8,2147
6/20/2018,4,2800
6/21/2018,6,2560
6/22/2018,7,4500
6/23/2018,1,2470
6/24/2018,10,3192
6/25/2018,4,2324
6/26/2018,8,2537
6/27/2018,2,4580
6/28/2018,8,2763
6/29/2018,11,2563
6/30/2018,12,2068
7/1/2018,8,2264
7/2/2018,8,2099
7/3/2018,10,2234
7/4/2018,9,2230
7/5/2018,11,2126
7/6/2018,11,2086
7/7/2018,11,2075
7/8/2018,2,4825
7/9/2018,8,3020
7/10/2018,10,2176
7/11/2018,7,2445
7/12/2018,7,2770
7/13/2018,3,4306
7/14/2018,9,4060
7/15/2018,7,2144
7/16/2018,10,2065
7/17/2018,8,2148
7/18/2018,8,4053
7/19/2018,7,3064
7/20/2018,8,3030
7/21/2018,8,2217
7/22/2018,10,2176
7/23/2018,11,2040
7/24/2018,7,2428
7/25/2018,10,2233
7/26/2018,3,2326
7/27/2018,2,3214
7/28/2018,8,2528
7/29/2018,9,4213
7/30/2018,9,2009
7/31/2018,4,3352
8/1/2018,6,4077
8/2/2018,12,2156
8/3/2018,11,2075
8/4/2018,8,2760
8/5/2018,7,4209
8/6/2018,8,2204
8/7/2018,8,2217
8/8/2018,10,2176
8/9/2018,12,2009
8/10/2018,3,4655
8/11/2018,7,4551
8/12/2018,11,2106
8/13/2018,3,2327
8/14/2018,8,2763
8/15/2018,8,3182
8/16/2018,1,4702
8/17/2018,10,3181
8/18/2018,9,3037
8/19/2018,4,4500
8/20/2018,7,4104
8/21/2018,12,3186
8/22/2018,3,4701
8/23/2018,9,2170
8/24/2018,9,2570
8/25/2018,10,2153
8/26/2018,1,2835
8/27/2018,7,4509
8/28/2018,7,2318
8/29/2018,10,3182
8/30/2018,9,3043
8/31/2018,8,3175
9/1/2018,7,2281
9/2/2018,4,4558
9/3/2018,9,3172
9/4/2018,8,4556
9/5/2018,9,2505
9/6/2018,10,2145
9/7/2018,11,2115
9/8/2018,12,2067
9/9/2018,1,2469
9/10/2018,3,2705
9/11/2018,2,4127
9/12/2018,7,3196
9/13/2018,7,2450
9/14/2018,7,3024
9/15/2018,7,4551
9/16/2018,9,2164
9/17/2018,9,2230
9/18/2018,3,2320
9/19/2018,7,3028
9/20/2018,4,2330
9/21/2018,6,4514
9/22/2018,9,3136
9/23/2018,8,2575
9/24/2018,9,4053
9/25/2018,2,4740
9/26/2018,8,2570
9/27/2018,9,3088
9/28/2018,2,3966
9/29/2018,12,2260
9/30/2018,6,2265
10/1/2018,1,4405
10/2/2018,7,3912
10/3/2018,10,2120
10/4/2018,4,4701
10/5/2018,3,4133
10/6/2018,8,2261
10/7/2018,6,4034
10/8/2018,9,2753
10/9/2018,8,2164
10/10/2018,6,4128
10/11/2018,11,2076
10/12/2018,4,3143
10/13/2018,9,3025
10/14/2018,12,2090
10/15/2018,8,2747
10/16/2018,5,4118
10/17/2018,8,2446
10/18/2018,8,3012
10/19/2018,10,3072
10/20/2018,10,4160
10/21/2018,8,3037
10/22/2018,8,2770
10/23/2018,1,2810
10/24/2018,12,3207
10/25/2018,10,2769
10/26/2018,9,2164
10/27/2018,2,2480
10/28/2018,8,2566
10/29/2018,9,2145
10/30/2018,1,2880
10/31/2018,3,3175
11/1/2018,12,2063
11/2/2018,9,2062
11/3/2018,9,4030
11/4/2018,8,2216
11/5/2018,7,3756
11/6/2018,1,4670
11/7/2018,10,2102
11/8/2018,3,4503
11/9/2018,8,2557
11/10/2018,4,2650
11/11/2018,8,2216
11/12/2018,10,2234
11/13/2018,8,2148
11/14/2018,6,3976
11/15/2018,10,2210
11/16/2018,7,4503
11/17/2018,3,4680
11/18/2018,10,3071
11/19/2018,5,4165
11/20/2018,9,2089
11/21/2018,3,3214
11/22/2018,1,2199
11/23/2018,8,4160
11/24/2018,9,2144
11/25/2018,4,4510
11/26/2018,8,3172
11/27/2018,10,3189
11/28/2018,8,2760
11/29/2018,10,2155
11/30/2018,9,2145
12/1/2018,6,3030
12/2/2018,6,2770
12/3/2018,8,2750
12/4/2018,5,4061
12/5/2018,4,2283
12/6/2018,12,2030
12/7/2018,9,2138
12/8/2018,10,2016
12/9/2018,2,2340
12/10/2018,6,3429
12/11/2018,8,3083
12/12/2018,5,2170
12/13/2018,7,2770
12/14/2018,8,4214
12/15/2018,10,3015
12/16/2018,10,3163
12/17/2018,11,2032
12/18/2018,7,4350
12/19/2018,4,4132
12/20/2018,8,2147
12/21/2018,7,2527
12/22/2018,9,2557
12/23/2018,9,2200
12/24/2018,9,4211
12/25/2018,8,4500
12/26/2018,3,2830
12/27/2018,11,3040
12/28/2018,1,4815
12/29/2018,4,3915
12/30/2018,11,4153
12/31/2018,10,4179
1/1/2019,7,2450
1/2/2019,4,3355
1/3/2019,6,2148
1/4/2019,4,2321
1/5/2019,5,2267
1/6/2019,7,4055
1/7/2019,11,2099
1/8/2019,10,2026
1/9/2019,9,2762
1/10/2019,8,3101
1/11/2019,5,2160
1/12/2019,8,4121
1/13/2019,7,2289
1/14/2019,8,2145
1/15/2019,5,3977
1/16/2019,10,2232
1/17/2019,7,4227
1/18/2019,9,2756
1/19/2019,8,2505
1/20/2019,6,3458
1/21/2019,7,2750
1/22/2019,2,4421
1/23/2019,1,3505
1/24/2019,9,3216
1/25/2019,9,2233
1/26/2019,5,4017
1/27/2019,6,2145
1/28/2019,5,3006
1/29/2019,6,2262
1/30/2019,4,4570
1/31/2019,8,4037
2/1/2019,7,3918
2/2/2019,3,3216
2/3/2019,8,2214
2/4/2019,8,3025
2/5/2019,8,4165
2/6/2019,1,2640
2/7/2019,9,2560
2/8/2019,12,2069
2/9/2019,5,4818
2/10/2019,5,2335
2/11/2019,7,2287
2/12/2019,9,3079
2/13/2019,1,2400
2/14/2019,7,3043
2/15/2019,6,3977
2/16/2019,9,3148
2/17/2019,8,2036
2/18/2019,10,2092
2/19/2019,1,4215
2/20/2019,7,2770
2/21/2019,12,2040
2/22/2019,12,3127
2/23/2019,9,2770
2/24/2019,1,2714
2/25/2019,3,3555
2/26/2019,7,3183
2/27/2019,10,2768
2/28/2019,8,2148
3/1/2019,1,2880
3/2/2019,9,2560
3/3/2019,11,2097
3/4/2019,11,2008
3/5/2019,5,2320
3/6/2019,8,2200
3/7/2019,11,3101
3/8/2019,8,4226
3/9/2019,4,3350
3/10/2019,6,3977
3/11/2019,8,4006
3/12/2019,6,2484
3/13/2019,10,4171
3/14/2019,8,3218
3/15/2019,3,2323
3/16/2019,10,3095
3/17/2019,8,2619
3/18/2019,4,4306
3/19/2019,12,2092
3/20/2019,10,2090
3/21/2019,2,3355
3/22/2019,10,2077
3/23/2019,4,3752
3/24/2019,4,2580
3/25/2019,9,2066
3/26/2019,1,3620
3/27/2019,1,3630
3/28/2019,4,3630
3/29/2019,2,3630
3/30/2019,1,3630
3/31/2019,6,3631
4/1/2019,3,3630
4/2/2019,7,3350
4/3/2019,1,3630
4/4/2019,1,3630
4/5/2019,3,3631
4/6/2019,1,3630
4/7/2019,9,2525
4/8/2019,1,2880
4/9/2019,5,4017
4/10/2019,12,2156
4/11/2019,9,4215
4/12/2019,10,4228
4/13/2019,4,3977
4/14/2019,10,3101
4/15/2019,8,4228
4/16/2019,10,4101
4/17/2019,8,3804
4/18/2019,12,2022
4/19/2019,8,2565
4/20/2019,10,3149
4/21/2019,9,3178
4/22/2019,8,4568
4/23/2019,9,3115
4/24/2019,5,4300
4/25/2019,12,2021
4/26/2019,10,2145
4/27/2019,2,4350
4/28/2019,1,4343
4/29/2019,3,4304
4/30/2019,7,2250
5/1/2019,6,3223
5/2/2019,9,3116
5/3/2019,10,3205
5/4/2019,9,2539
5/5/2019,11,2208
5/6/2019,3,4218
5/7/2019,10,2120
5/8/2019,7,4125
5/9/2019,5,4818
5/10/2019,8,3023
5/11/2019,11,3204
5/12/2019,10,2229
5/13/2019,8,4037
5/14/2019,6,2285
5/15/2019,8,2261
5/16/2019,8,2567
5/17/2019,6,2560
5/18/2019,10,3108
5/19/2019,10,3106
