date,supplies
5/18/2013,3030
5/19/2013,3022
5/20/2013,3020
5/21/2013,3049
5/22/2013,3015
5/23/2013,2880
5/24/2013,3500
5/25/2013,2870
5/26/2013,2259
5/27/2013,2830
5/28/2013,2880
5/29/2013,2763
5/30/2013,2774
5/31/2013,2155
6/1/2013,2770
6/2/2013,2750
6/3/2013,2767
6/4/2013,2767
6/5/2013,2765
6/6/2013,2769
6/7/2013,2762
6/8/2013,2745
6/9/2013,2761
6/10/2013,2761
6/11/2013,2761
6/12/2013,2760
6/13/2013,2794
6/14/2013,2759
6/15/2013,2750
6/16/2013,2759
6/17/2013,2756
6/18/2013,2756
6/19/2013,2756
6/20/2013,2756
6/21/2013,2777
6/22/2013,2749
6/23/2013,2154
6/24/2013,2749
6/25/2013,2773
6/26/2013,2745
6/27/2013,2747
6/28/2013,2323
6/29/2013,2640
6/30/2013,3690
7/1/2013,2630
7/2/2013,2260
7/3/2013,2594
7/4/2013,2579
7/5/2013,2567
7/6/2013,2567
7/7/2013,2567
7/8/2013,2567
7/9/2013,2560
7/10/2013,2560
7/11/2013,2564
7/12/2013,2560
7/13/2013,2570
7/14/2013,2207
7/15/2013,2560
7/16/2013,4503
7/17/2013,2557
7/18/2013,2565
7/19/2013,2536
7/20/2013,2530
7/21/2013,2207
7/22/2013,2519
7/23/2013,2439
7/24/2013,2528
7/25/2013,2506
7/26/2013,2487
7/27/2013,2448
7/28/2013,2450
7/29/2013,2440
7/30/2013,2290
7/31/2013,2440
8/1/2013,2340
8/2/2013,4509
8/3/2013,2340
8/4/2013,2333
8/5/2013,2428
8/6/2013,2263
8/7/2013,2769
8/8/2013,2282
8/9/2013,2325
8/10/2013,2325
8/11/2013,2323
8/12/2013,2289
8/13/2013,2320
8/14/2013,2285
8/15/2013,2290
8/16/2013,2287
8/17/2013,2307
8/18/2013,2259
8/19/2013,2261
8/20/2013,2251
8/21/2013,2250
8/22/2013,2261
8/23/2013,2250
8/24/2013,2233
8/25/2013,2450
8/26/2013,2232
8/27/2013,2211
8/28/2013,2229
8/29/2013,2223
8/30/2013,2228
8/31/2013,2232
9/1/2013,2227
9/2/2013,2223
9/3/2013,2234
9/4/2013,2210
9/5/2013,2219
9/6/2013,2212
9/7/2013,2211
9/8/2013,2210
9/9/2013,2210
9/10/2013,2207
9/11/2013,2260
9/12/2013,2190
9/13/2013,2567
9/14/2013,2176
9/15/2013,2200
9/16/2013,2760
9/17/2013,2200
9/18/2013,2161
9/19/2013,2848
9/20/2013,2171
9/21/2013,2145
9/22/2013,2767
9/23/2013,2170
9/24/2013,2165
9/25/2013,2567
9/26/2013,2168
9/27/2013,2040
9/28/2013,2759
9/29/2013,2148
9/30/2013,2177
10/1/2013,2160
10/2/2013,2154
10/3/2013,2155
10/4/2013,2155
10/5/2013,2745
10/6/2013,2155
10/7/2013,3196
10/8/2013,2153
10/9/2013,2768
10/10/2013,2153
10/11/2013,2148
10/12/2013,2153
10/13/2013,2075
10/14/2013,2768
10/15/2013,2148
10/16/2013,2768
10/17/2013,2148
10/18/2013,2147
10/19/2013,2768
10/20/2013,2763
10/21/2013,2118
10/22/2013,2144
10/23/2013,2142
10/24/2013,2145
10/25/2013,4878
10/26/2013,2076
10/27/2013,2126
10/28/2013,2289
10/29/2013,2154
10/30/2013,2122
10/31/2013,2155
11/1/2013,2073
11/2/2013,2121
11/3/2013,2126
11/4/2013,2121
11/5/2013,2119
11/6/2013,2153
11/7/2013,2120
11/8/2013,2118
11/9/2013,2112
11/10/2013,2101
11/11/2013,4227
11/12/2013,2251
11/13/2013,2101
11/14/2013,2100
11/15/2013,2148
11/16/2013,2099
11/17/2013,2119
11/18/2013,2079
11/19/2013,2126
11/20/2013,2775
11/21/2013,4132
11/22/2013,2073
11/23/2013,2077
11/24/2013,2065
11/25/2013,2100
11/26/2013,3197
11/27/2013,2086
11/28/2013,2224
11/29/2013,2032
11/30/2013,2035
12/1/2013,4220
12/2/2013,2567
12/3/2013,2777
12/4/2013,4220
12/5/2013,4818
12/6/2013,3219
12/7/2013,3023
12/8/2013,3809
12/9/2013,2090
12/10/2013,2048
12/11/2013,2031
12/12/2013,2261
12/13/2013,2441
12/14/2013,2263
12/15/2013,2261
12/16/2013,3183
12/17/2013,4877
12/18/2013,4215
12/19/2013,3199
12/20/2013,2089
12/21/2013,2528
12/22/2013,2131
12/23/2013,3910
12/24/2013,3264
12/25/2013,2220
12/26/2013,2763
12/27/2013,4570
12/28/2013,3150
12/29/2013,2528
12/30/2013,4413
12/31/2013,2681
1/1/2014,4510
1/2/2014,3977
1/3/2014,4220
1/4/2014,2138
1/5/2014,3186
1/6/2014,2478
1/7/2014,2170
1/8/2014,3018
1/9/2014,2753
1/10/2014,4551
1/11/2014,3198
1/12/2014,2090
1/13/2014,2047
1/14/2014,2043
1/15/2014,2154
1/16/2014,2107
1/17/2014,4567
1/18/2014,3197
1/19/2014,2250
1/20/2014,4217
1/21/2014,2066
1/22/2014,4011
1/23/2014,2138
1/24/2014,3630
1/25/2014,3161
1/26/2014,4560
1/27/2014,2763
1/28/2014,2795
1/29/2014,2088
1/30/2014,3195
1/31/2014,2101
2/1/2014,3977
2/2/2014,2155
2/3/2014,4680
2/4/2014,2261
2/5/2014,2221
2/6/2014,2026
2/7/2014,2093
2/8/2014,2155
2/9/2014,2018
2/10/2014,3127
2/11/2014,2217
2/12/2014,2155
2/13/2014,2031
2/14/2014,3068
2/15/2014,2250
2/16/2014,2230
2/17/2014,2088
2/18/2014,2063
2/19/2014,2068
2/20/2014,3152
2/21/2014,3145
2/22/2014,2028
2/23/2014,4209
2/24/2014,3941
2/25/2014,2068
2/26/2014,2031
2/27/2014,3146
2/28/2014,4670
3/1/2014,2072
3/2/2014,2229
3/3/2014,3087
3/4/2014,4220
3/5/2014,3585
3/6/2014,2112
3/7/2014,2153
3/8/2014,2087
3/9/2014,2117
3/10/2014,2158
3/11/2014,4352
3/12/2014,2064
3/13/2014,2768
3/14/2014,3976
3/15/2014,3219
3/16/2014,4209
3/17/2014,2036
3/18/2014,4105
3/19/2014,2154
3/20/2014,2211
3/21/2014,2094
3/22/2014,4133
3/23/2014,3437
3/24/2014,3170
3/25/2014,2333
3/26/2014,2570
3/27/2014,2121
3/28/2014,3205
3/29/2014,2173
3/30/2014,3071
3/31/2014,3040
4/1/2014,4817
4/2/2014,2290
4/3/2014,4212
4/4/2014,2137
4/5/2014,2323
4/6/2014,2203
4/7/2014,2230
4/8/2014,2770
4/9/2014,2153
4/10/2014,2089
4/11/2014,4161
4/12/2014,3046
4/13/2014,2284
4/14/2014,4558
4/15/2014,4655
4/16/2014,4152
4/17/2014,4121
4/18/2014,3808
4/19/2014,2680
4/20/2014,3796
4/21/2014,2261
4/22/2014,4053
4/23/2014,4570
4/24/2014,4211
4/25/2014,4300
4/26/2014,4017
4/27/2014,4075
4/28/2014,4035
4/29/2014,3149
4/30/2014,2125
5/1/2014,2131
5/2/2014,2154
5/3/2014,2137
5/4/2014,3114
5/5/2014,2047
5/6/2014,3977
5/7/2014,4304
5/8/2014,2800
5/9/2014,2030
5/10/2014,3130
5/11/2014,2170
5/12/2014,3039
5/13/2014,3352
5/14/2014,3129
5/15/2014,4567
5/16/2014,4154
5/17/2014,4215
5/18/2014,2099
5/19/2014,2263
5/20/2014,2155
5/21/2014,4123
5/22/2014,2768
5/23/2014,2114
5/24/2014,2145
5/25/2014,3149
5/26/2014,4721
5/27/2014,2118
5/28/2014,3930
5/29/2014,3141
5/30/2014,3976
5/31/2014,2749
6/1/2014,2011
6/2/2014,2745
6/3/2014,2017
6/4/2014,3046
6/5/2014,2134
6/6/2014,3677
6/7/2014,2380
6/8/2014,2047
6/9/2014,2147
6/10/2014,4012
6/11/2014,2750
6/12/2014,3030
6/13/2014,4878
6/14/2014,2015
6/15/2014,2072
6/16/2014,3075
6/17/2014,3810
6/18/2014,2070
6/19/2014,2199
6/20/2014,4055
6/21/2014,4157
6/22/2014,4799
6/23/2014,2251
6/24/2014,2460
6/25/2014,4701
6/26/2014,4211
6/27/2014,2095
6/28/2014,2263
6/29/2014,2146
6/30/2014,2011
7/1/2014,2147
7/2/2014,4035
7/3/2014,2166
7/4/2014,2000
7/5/2014,4121
7/6/2014,3429
7/7/2014,3012
7/8/2014,3103
7/9/2014,2769
7/10/2014,2540
7/11/2014,2539
7/12/2014,3806
7/13/2014,3048
7/14/2014,3212
7/15/2014,2119
7/16/2014,4504
7/17/2014,4034
7/18/2014,2200
7/19/2014,2117
7/20/2014,3630
7/21/2014,4701
7/22/2014,4224
7/23/2014,4344
7/24/2014,2009
7/25/2014,2133
7/26/2014,2759
7/27/2014,3145
7/28/2014,4152
7/29/2014,2151
7/30/2014,2070
7/31/2014,2250
8/1/2014,3144
8/2/2014,3201
8/3/2014,2125
8/4/2014,3181
8/5/2014,2665
8/6/2014,2474
8/7/2014,3023
8/8/2014,2155
8/9/2014,2196
8/10/2014,3029
8/11/2014,3754
8/12/2014,3630
8/13/2014,3802
8/14/2014,2010
8/15/2014,3166
8/16/2014,2570
8/17/2014,2287
8/18/2014,4500
8/19/2014,2770
8/20/2014,2153
8/21/2014,2820
8/22/2014,4511
8/23/2014,3196
8/24/2014,2047
8/25/2014,2161
8/26/2014,4870
8/27/2014,4226
8/28/2014,4059
8/29/2014,4160
8/30/2014,2747
8/31/2014,3189
9/1/2014,2582
9/2/2014,4170
9/3/2014,2525
9/4/2014,4030
9/5/2014,4510
9/6/2014,2114
9/7/2014,2066
9/8/2014,2050
9/9/2014,2199
9/10/2014,4120
9/11/2014,2096
9/12/2014,2530
9/13/2014,2567
9/14/2014,3183
9/15/2014,2042
9/16/2014,2324
9/17/2014,4032
9/18/2014,2127
9/19/2014,2487
9/20/2014,4350
9/21/2014,3156
9/22/2014,3121
9/23/2014,4655
9/24/2014,4132
9/25/2014,4103
9/26/2014,3844
9/27/2014,4078
9/28/2014,4074
9/29/2014,3750
9/30/2014,3177
10/1/2014,2868
10/2/2014,2166
10/3/2014,2640
10/4/2014,2575
10/5/2014,2227
10/6/2014,2170
10/7/2014,2358
10/8/2014,4227
10/9/2014,2449
10/10/2014,2299
10/11/2014,4014
10/12/2014,3163
10/13/2014,2484
10/14/2014,2484
10/15/2014,2261
10/16/2014,4179
10/17/2014,2340
10/18/2014,2777
10/19/2014,3056
10/20/2014,3170
10/21/2014,2769
10/22/2014,4556
10/23/2014,4740
10/24/2014,3166
10/25/2014,2570
10/26/2014,3976
10/27/2014,3380
10/28/2014,4132
10/29/2014,3175
10/30/2014,2221
10/31/2014,2575
11/1/2014,2170
11/2/2014,3338
11/3/2014,2619
11/4/2014,4670
11/5/2014,4701
11/6/2014,4226
11/7/2014,4215
11/8/2014,2197
11/9/2014,2043
11/10/2014,3190
11/11/2014,2166
11/12/2014,2027
11/13/2014,2759
11/14/2014,2528
11/15/2014,2280
11/16/2014,2795
11/17/2014,3199
11/18/2014,4035
11/19/2014,3121
11/20/2014,2155
11/21/2014,2281
11/22/2014,4017
11/23/2014,3108
11/24/2014,2085
11/25/2014,4152
11/26/2014,4007
11/27/2014,2075
11/28/2014,2318
11/29/2014,4500
11/30/2014,4680
12/1/2014,2250
12/2/2014,2116
12/3/2014,2043
12/4/2014,4815
12/5/2014,3156
12/6/2014,3134
12/7/2014,3049
12/8/2014,2018
12/9/2014,2153
12/10/2014,2165
12/11/2014,4217
12/12/2014,3821
12/13/2014,2048
12/14/2014,3095
12/15/2014,4305
12/16/2014,2747
12/17/2014,2206
12/18/2014,2428
12/19/2014,4127
12/20/2014,2077
12/21/2014,2233
12/22/2014,2170
12/23/2014,2093
12/24/2014,3216
12/25/2014,2160
12/26/2014,2567
12/27/2014,2117
12/28/2014,2077
12/29/2014,2147
12/30/2014,3201
12/31/2014,4109
1/1/2015,4556
1/2/2015,2034
1/3/2015,3075
1/4/2015,4216
1/5/2015,2147
1/6/2015,2800
1/7/2015,2560
1/8/2015,4500
1/9/2015,2470
1/10/2015,3192
1/11/2015,2324
1/12/2015,2537
1/13/2015,4580
1/14/2015,2763
1/15/2015,2563
1/16/2015,2068
1/17/2015,2264
1/18/2015,2099
1/19/2015,2234
1/20/2015,2230
1/21/2015,2126
1/22/2015,2086
1/23/2015,2075
1/24/2015,4825
1/25/2015,3020
1/26/2015,2176
1/27/2015,2445
1/28/2015,2770
1/29/2015,4306
1/30/2015,4060
1/31/2015,2144
2/1/2015,2065
2/2/2015,2148
2/3/2015,4053
2/4/2015,3064
2/5/2015,3030
2/6/2015,2217
2/7/2015,2176
2/8/2015,2040
2/9/2015,2428
2/10/2015,2233
2/11/2015,2326
2/12/2015,3214
2/13/2015,2528
2/14/2015,4213
2/15/2015,2009
2/16/2015,3352
2/17/2015,4077
2/18/2015,2156
2/19/2015,2075
2/20/2015,2760
2/21/2015,4209
2/22/2015,2204
2/23/2015,2217
2/24/2015,2176
2/25/2015,2009
2/26/2015,4655
2/27/2015,4551
2/28/2015,2106
3/1/2015,2327
3/2/2015,2763
3/3/2015,3182
3/4/2015,4702
3/5/2015,3181
3/6/2015,3037
3/7/2015,4500
3/8/2015,4104
3/9/2015,3186
3/10/2015,4701
3/11/2015,2170
3/12/2015,2570
3/13/2015,2153
3/14/2015,2835
3/15/2015,4509
3/16/2015,2318
3/17/2015,3182
3/18/2015,3043
3/19/2015,3175
3/20/2015,2281
3/21/2015,4558
3/22/2015,3172
3/23/2015,4556
3/24/2015,2505
3/25/2015,2145
3/26/2015,2115
3/27/2015,2067
3/28/2015,2469
3/29/2015,2705
3/30/2015,4127
3/31/2015,3196
4/1/2015,2450
4/2/2015,3024
4/3/2015,4551
4/4/2015,2164
4/5/2015,2230
4/6/2015,2320
4/7/2015,3028
4/8/2015,2330
4/9/2015,4514
4/10/2015,3136
4/11/2015,2575
4/12/2015,4053
4/13/2015,4740
4/14/2015,2570
4/15/2015,3088
4/16/2015,3966
4/17/2015,2260
4/18/2015,2265
4/19/2015,4405
4/20/2015,3912
4/21/2015,2120
4/22/2015,4701
4/23/2015,4133
4/24/2015,2261
4/25/2015,4034
4/26/2015,2753
4/27/2015,2164
4/28/2015,4128
4/29/2015,2076
4/30/2015,3143
5/1/2015,3025
5/2/2015,2090
5/3/2015,2747
5/4/2015,4118
5/5/2015,2446
5/6/2015,3012
5/7/2015,3072
5/8/2015,4160
5/9/2015,3037
5/10/2015,2770
5/11/2015,2810
5/12/2015,3207
5/13/2015,2769
5/14/2015,2164
5/15/2015,2480
5/16/2015,2566
5/17/2015,2145
5/18/2015,2880
5/19/2015,3175
5/20/2015,2063
5/21/2015,2062
5/22/2015,4030
5/23/2015,2216
5/24/2015,3756
5/25/2015,4670
5/26/2015,2102
5/27/2015,4503
5/28/2015,2557
5/29/2015,2650
5/30/2015,2216
5/31/2015,2234
6/1/2015,2148
6/2/2015,3976
6/3/2015,2210
6/4/2015,4503
6/5/2015,4680
6/6/2015,3071
6/7/2015,4165
6/8/2015,2089
6/9/2015,3214
6/10/2015,2199
6/11/2015,4160
6/12/2015,2144
6/13/2015,4510
6/14/2015,3172
6/15/2015,3189
6/16/2015,2760
6/17/2015,2155
6/18/2015,2145
6/19/2015,3030
6/20/2015,2770
6/21/2015,2750
6/22/2015,4061
6/23/2015,2283
6/24/2015,2030
6/25/2015,2138
6/26/2015,2016
6/27/2015,2340
6/28/2015,3429
6/29/2015,3083
6/30/2015,2170
7/1/2015,2770
7/2/2015,4214
7/3/2015,3015
7/4/2015,3163
7/5/2015,2032
7/6/2015,4350
7/7/2015,4132
7/8/2015,2147
7/9/2015,2527
7/10/2015,2557
7/11/2015,2200
7/12/2015,4211
7/13/2015,4500
7/14/2015,2830
7/15/2015,3040
7/16/2015,4815
7/17/2015,3915
7/18/2015,4153
7/19/2015,4179
7/20/2015,2450
7/21/2015,3355
7/22/2015,2148
7/23/2015,2321
7/24/2015,2267
7/25/2015,4055
7/26/2015,2099
7/27/2015,2026
7/28/2015,2762
7/29/2015,3101
7/30/2015,2160
7/31/2015,4121
8/1/2015,2289
8/2/2015,2145
8/3/2015,3977
8/4/2015,2232
8/5/2015,4227
8/6/2015,2756
8/7/2015,2505
8/8/2015,3458
8/9/2015,2750
8/10/2015,4421
8/11/2015,3505
8/12/2015,3216
8/13/2015,2233
8/14/2015,4017
8/15/2015,2145
8/16/2015,3006
8/17/2015,2262
8/18/2015,4570
8/19/2015,4037
8/20/2015,3918
8/21/2015,3216
8/22/2015,2214
8/23/2015,3025
8/24/2015,4165
8/25/2015,2640
8/26/2015,2560
8/27/2015,2069
8/28/2015,4818
8/29/2015,2335
8/30/2015,2287
8/31/2015,3079
9/1/2015,2400
9/2/2015,3043
9/3/2015,3977
9/4/2015,3148
9/5/2015,2036
9/6/2015,2092
9/7/2015,4215
9/8/2015,2770
9/9/2015,2040
9/10/2015,3127
9/11/2015,2770
9/12/2015,2714
9/13/2015,3555
9/14/2015,3183
9/15/2015,2768
9/16/2015,2148
9/17/2015,2880
9/18/2015,2560
9/19/2015,2097
9/20/2015,2008
9/21/2015,2320
9/22/2015,2200
9/23/2015,3101
9/24/2015,4226
9/25/2015,3350
9/26/2015,3977
9/27/2015,4006
9/28/2015,2484
9/29/2015,4171
9/30/2015,3218
10/1/2015,2323
10/2/2015,3095
10/3/2015,2619
10/4/2015,4306
10/5/2015,2092
10/6/2015,2090
10/7/2015,3355
10/8/2015,2077
10/9/2015,3752
10/10/2015,2580
10/11/2015,2066
10/12/2015,3620
10/13/2015,3630
10/14/2015,3630
10/15/2015,3630
10/16/2015,3630
10/17/2015,3631
10/18/2015,3630
10/19/2015,3350
10/20/2015,3630
10/21/2015,3630
10/22/2015,3631
10/23/2015,3630
10/24/2015,2525
10/25/2015,2880
10/26/2015,4017
10/27/2015,2156
10/28/2015,4215
10/29/2015,4228
10/30/2015,3977
10/31/2015,3101
11/1/2015,4228
11/2/2015,4101
11/3/2015,3804
11/4/2015,2022
11/5/2015,2565
11/6/2015,3149
11/7/2015,3178
11/8/2015,4568
11/9/2015,3115
11/10/2015,4300
11/11/2015,2021
11/12/2015,2145
11/13/2015,4350
11/14/2015,4343
11/15/2015,4304
11/16/2015,2250
11/17/2015,3223
11/18/2015,3116
11/19/2015,3205
11/20/2015,2539
11/21/2015,2208
11/22/2015,4218
11/23/2015,2120
11/24/2015,4125
11/25/2015,4818
11/26/2015,3023
11/27/2015,3204
11/28/2015,2229
11/29/2015,4037
11/30/2015,2285
12/1/2015,2261
12/2/2015,2567
12/3/2015,2560
12/4/2015,3108
12/5/2015,3106
12/6/2015,2076
12/7/2015,2566
12/8/2015,2477
12/9/2015,2340
12/10/2015,2153
12/11/2015,4070
12/12/2015,3806
12/13/2015,2099
12/14/2015,4507
12/15/2015,2155
12/16/2015,4070
12/17/2015,2114
12/18/2015,2049
12/19/2015,2164
12/20/2015,2360
12/21/2015,2213
12/22/2015,3181
12/23/2015,3194
12/24/2015,2262
12/25/2015,3138
12/26/2015,2529
12/27/2015,4173
12/28/2015,2073
12/29/2015,4301
12/30/2015,4825
12/31/2015,2227
1/1/2016,4020
1/2/2016,2176
1/3/2016,4223
1/4/2016,4152
1/5/2016,4127
1/6/2016,2300
1/7/2016,3040
1/8/2016,2284
1/9/2016,3219
1/10/2016,2508
1/11/2016,2099
1/12/2016,3149
1/13/2016,3023
1/14/2016,3025
1/15/2016,3172
1/16/2016,2064
1/17/2016,3147
1/18/2016,2065
1/19/2016,2222
1/20/2016,2016
1/21/2016,2015
1/22/2016,4034
1/23/2016,2147
1/24/2016,2065
1/25/2016,3074
1/26/2016,2200
1/27/2016,2038
1/28/2016,2533
1/29/2016,2758
1/30/2016,4209
1/31/2016,4178
2/1/2016,2573
2/2/2016,4179
2/3/2016,4159
2/4/2016,4131
2/5/2016,4128
2/6/2016,2142
2/7/2016,4034
2/8/2016,2259
2/9/2016,4218
2/10/2016,3807
2/11/2016,2150
2/12/2016,2190
2/13/2016,2065
2/14/2016,2285
2/15/2016,4879
2/16/2016,2176
2/17/2016,2500
2/18/2016,2560
2/19/2016,3181
2/20/2016,2041
2/21/2016,4051
2/22/2016,3082
2/23/2016,3802
2/24/2016,2298
2/25/2016,2768
2/26/2016,2154
2/27/2016,3024
2/28/2016,4118
2/29/2016,4210
3/1/2016,3046
3/2/2016,2178
3/3/2016,3161
3/4/2016,4879
3/5/2016,2154
3/6/2016,2145
3/7/2016,2147
3/8/2016,3240
3/9/2016,2170
3/10/2016,2040
3/11/2016,4211
3/12/2016,2144
3/13/2016,2261
3/14/2016,4207
3/15/2016,4019
3/16/2016,2032
3/17/2016,3075
3/18/2016,2760
3/19/2016,4570
3/20/2016,2508
3/21/2016,4223
3/22/2016,2073
3/23/2016,2076
3/24/2016,3174
3/25/2016,2280
3/26/2016,2206
3/27/2016,2671
3/28/2016,2219
3/29/2016,3216
3/30/2016,4455
3/31/2016,4178
4/1/2016,3043
4/2/2016,2165
4/3/2016,2164
4/4/2016,4165
4/5/2016,3029
4/6/2016,4060
4/7/2016,2165
4/8/2016,4034
4/9/2016,3690
4/10/2016,2148
4/11/2016,3028
4/12/2016,3156
4/13/2016,2573
4/14/2016,2761
4/15/2016,4650
4/16/2016,2540
4/17/2016,4014
4/18/2016,2036
4/19/2016,2250
4/20/2016,2208
4/21/2016,3160
4/22/2016,3754
4/23/2016,4814
4/24/2016,4017
4/25/2016,4118
4/26/2016,2530
4/27/2016,4370
4/28/2016,3195
4/29/2016,4655
4/30/2016,3023
5/1/2016,2145
5/2/2016,2560
5/3/2016,2444
5/4/2016,2880
5/5/2016,2063
5/6/2016,3806
5/7/2016,2114
5/8/2016,2102
5/9/2016,2120
5/10/2016,3101
5/11/2016,2770
5/12/2016,2203
5/13/2016,2166
5/14/2016,2560
5/15/2016,4551
5/16/2016,4171
5/17/2016,2093
5/18/2016,4055
5/19/2016,4165
5/20/2016,2566
5/21/2016,3046
5/22/2016,2760
5/23/2016,4060
5/24/2016,2112
5/25/2016,2207
5/26/2016,2880
5/27/2016,2300
5/28/2016,4341
5/29/2016,3250
5/30/2016,2087
5/31/2016,4655
6/1/2016,2033
6/2/2016,3111
6/3/2016,2118
6/4/2016,4070
6/5/2016,2760
6/6/2016,3071
6/7/2016,4825
6/8/2016,4551
6/9/2016,3342
6/10/2016,2262
6/11/2016,4205
6/12/2016,2190
6/13/2016,3500
6/14/2016,2138
6/15/2016,3523
6/16/2016,4161
6/17/2016,3023
6/18/2016,2567
6/19/2016,2340
6/20/2016,2153
6/21/2016,2177
6/22/2016,2350
6/23/2016,4209
6/24/2016,2264
6/25/2016,2046
6/26/2016,2009
6/27/2016,2785
6/28/2016,2560
6/29/2016,2234
6/30/2016,2207
7/1/2016,2117
7/2/2016,2261
7/3/2016,3995
7/4/2016,3351
7/5/2016,4503
7/6/2016,3029
7/7/2016,2323
7/8/2016,3000
7/9/2016,3156
7/10/2016,2214
7/11/2016,4160
7/12/2016,2380
7/13/2016,2430
7/14/2016,2462
7/15/2016,3076
7/16/2016,3015
7/17/2016,2650
7/18/2016,2000
7/19/2016,4670
7/20/2016,3677
7/21/2016,2121
7/22/2016,2107
7/23/2016,2007
7/24/2016,3041
7/25/2016,2705
7/26/2016,3177
7/27/2016,2061
7/28/2016,4812
7/29/2016,2010
7/30/2016,2075
7/31/2016,2233
8/1/2016,2470
8/2/2016,2171
8/3/2016,2548
8/4/2016,2159
8/5/2016,4509
8/6/2016,3184
8/7/2016,3260
8/8/2016,2099
8/9/2016,4216
8/10/2016,2138
8/11/2016,2534
8/12/2016,4565
8/13/2016,2032
8/14/2016,4812
8/15/2016,2034
8/16/2016,4218
8/17/2016,2102
8/18/2016,2021
8/19/2016,3977
8/20/2016,2870
8/21/2016,2197
8/22/2016,4152
8/23/2016,2280
8/24/2016,4217
8/25/2016,2204
8/26/2016,3910
8/27/2016,4116
8/28/2016,2315
8/29/2016,2066
8/30/2016,3146
8/31/2016,3185
9/1/2016,3618
9/2/2016,2093
9/3/2016,3071
9/4/2016,3127
9/5/2016,2287
9/6/2016,4507
9/7/2016,2218
9/8/2016,2450
9/9/2016,2087
9/10/2016,3000
9/11/2016,2580
9/12/2016,2162
9/13/2016,2147
9/14/2016,2780
9/15/2016,4570
9/16/2016,2190
9/17/2016,2167
9/18/2016,4405
9/19/2016,2445
9/20/2016,3977
9/21/2016,3810
9/22/2016,2462
9/23/2016,2753
9/24/2016,2567
9/25/2016,2000
9/26/2016,2304
9/27/2016,2759
9/28/2016,2113
9/29/2016,2871
9/30/2016,2034
10/1/2016,3279
10/2/2016,2000
10/3/2016,2100
10/4/2016,2100
10/5/2016,4503
10/6/2016,3147
10/7/2016,2031
10/8/2016,4106
10/9/2016,4352
10/10/2016,3141
10/11/2016,2135
10/12/2016,4701
10/13/2016,2770
10/14/2016,4503
10/15/2016,2769
10/16/2016,4213
10/17/2016,2298
10/18/2016,2234
10/19/2016,3931
10/20/2016,2210
10/21/2016,4012
10/22/2016,3070
10/23/2016,3911
10/24/2016,2190
10/25/2016,4151
10/26/2016,4213
10/27/2016,2770
10/28/2016,2460
10/29/2016,2756
10/30/2016,2155
10/31/2016,2566
11/1/2016,2151
11/2/2016,3188
11/3/2016,4226
11/4/2016,3250
11/5/2016,4700
11/6/2016,2799
11/7/2016,2137
11/8/2016,2650
11/9/2016,3030
11/10/2016,2527
11/11/2016,4670
11/12/2016,2088
11/13/2016,3191
11/14/2016,2756
11/15/2016,3121
11/16/2016,3192
11/17/2016,4740
11/18/2016,4564
11/19/2016,4860
11/20/2016,2570
11/21/2016,3174
11/22/2016,2208
11/23/2016,4878
11/24/2016,3922
11/25/2016,2177
11/26/2016,2256
11/27/2016,3020
11/28/2016,4078
11/29/2016,4510
11/30/2016,2068
12/1/2016,4031
12/2/2016,2067
12/3/2016,2166
12/4/2016,3057
12/5/2016,2570
12/6/2016,3280
12/7/2016,2758
12/8/2016,2779
12/9/2016,2261
12/10/2016,4815
12/11/2016,2070
12/12/2016,4123
12/13/2016,3028
12/14/2016,2810
12/15/2016,4660
12/16/2016,2095
12/17/2016,2259
12/18/2016,2049
12/19/2016,2284
12/20/2016,3147
12/21/2016,2112
12/22/2016,2580
12/23/2016,3228
12/24/2016,4209
12/25/2016,2038
12/26/2016,2620
12/27/2016,3127
12/28/2016,2148
12/29/2016,4073
12/30/2016,2444
12/31/2016,2261
1/1/2017,4215
1/2/2017,3188
1/3/2017,3810
1/4/2017,4165
1/5/2017,2196
1/6/2017,3067
1/7/2017,4740
1/8/2017,2233
1/9/2017,4504
1/10/2017,2159
1/11/2017,2211
1/12/2017,2774
1/13/2017,3149
1/14/2017,2226
1/15/2017,4740
1/16/2017,4124
1/17/2017,2113
1/18/2017,2843
1/19/2017,2767
1/20/2017,3027
1/21/2017,2118
1/22/2017,2260
1/23/2017,2196
1/24/2017,3130
1/25/2017,4035
1/26/2017,3977
1/27/2017,2155
1/28/2017,2287
1/29/2017,4503
1/30/2017,3088
1/31/2017,3046
2/1/2017,2155
2/2/2017,3995
2/3/2017,4655
2/4/2017,2214
2/5/2017,3977
2/6/2017,3066
2/7/2017,4301
2/8/2017,4051
2/9/2017,2203
2/10/2017,2225
2/11/2017,2016
2/12/2017,2203
2/13/2017,2444
2/14/2017,2830
2/15/2017,2750
2/16/2017,3204
2/17/2017,3840
2/18/2017,4014
2/19/2017,4115
2/20/2017,2572
2/21/2017,2287
2/22/2017,2128
2/23/2017,4869
2/24/2017,3064
2/25/2017,2170
2/26/2017,2171
2/27/2017,4157
2/28/2017,4054
3/1/2017,4069
3/2/2017,3018
3/3/2017,3150
3/4/2017,2112
3/5/2017,2763
3/6/2017,2170
3/7/2017,3081
3/8/2017,3058
3/9/2017,2216
3/10/2017,3500
3/11/2017,2343
3/12/2017,3134
3/13/2017,3064
3/14/2017,2200
3/15/2017,2320
3/16/2017,3212
